typo,id_station,lat,lon,code_insee,code_postal
station meteo,000FR,44.629074,4.089074,07038,07590
station meteo,000FS,45.98333,2.56667,23073,23700
station meteo,000FT,46.03185,4.64499,69023,69460
station meteo,000FU,44.34909,4.76574,26324,26130
station meteo,000FV,42.90228,1.93325,09047,09300
station meteo,000GB,48.78583,7.18991,57747,57635
station meteo,000FW,45.25551,3.19759,15119,15500
station meteo,000FX,46.04789,5.3368,01304,01160
station meteo,000FY,46.443049,-0.448271,79284,79220
station meteo,000FZ,46.17823,1.87466,23096,23000
station meteo,000GC,45.236162,4.67694,07010,07100
station meteo,000GM,45.70729,4.59045,69269,69510
station meteo,000GD,44.133031,8.251251,nan,nan
station meteo,000GF,43.66,2.22,81065,81100
station meteo,000GG,43.99593,7.14797,06042,06420
station meteo,000GH,44.02943,7.09854,06072,06420
station meteo,000GI,48.3,-1.8,35130,35630
station meteo,000GJ,42.98333,-0.1,65396,65400
station meteo,000GK,44.081944,3.918016,30329,30140
station meteo,000GL,46.12,-1.124326,17028,17440
station meteo,000GN,48.39509,6.99949,88506,88210
station meteo,000GO,46.78743,0.18341,86160,86110
station meteo,000HC,49.41718,3.98574,02761,02190
station meteo,000GP,48.02452,-0.76872,53119,53970
station meteo,000GQ,45.33691,4.74391,07056,07340
station meteo,000GR,48.33737,7.54297,67246,67230
station meteo,000GS,45.0949758,5.6001955,38205,38250
station meteo,000GT,44.81724,-0.4841,33065,33270
station meteo,000GU,48.53333,-2.06667,22190,22490
station meteo,000GV,47.99562,-4.02223,29051,29500
station meteo,000GX,48.12836,-2.98289,56146,56300
station meteo,000GY,48.39289,-2.07847,22082,22100
station meteo,000GZ,48.65844,-3.63056,22194,22310
station meteo,000HB,45.53333,-0.08333,16204,16120
station meteo,000HD,43.721694,7.241889,06088,06000
station meteo,000HF,43.58592,1.492788,31555,31000
station meteo,000HH,45.03871,3.96986,43190,43700
station meteo,000HJ,46.71964,-0.80369,85187,85700
station meteo,000HL,43.719735,7.090734,06157,06140
station meteo,000HM,45.13333,4.11667,43268,43200
station meteo,000HN,46.264288,8.998471,nan,nan
station meteo,000HO,49.01667,-0.23333,14252,14190
station meteo,000HS,50.5333333,5.6333333,nan,nan
station meteo,000HT,45.17957,5.6172,38153,38360
station meteo,000HU,48.00622,-3.31979,56264,56540
station meteo,000IA,45.130646,5.528844,38225,38112
station meteo,000IB,50.04606,1.42079,76255,76260
station meteo,000IC,47.90246,-0.3517,72016,72300
station meteo,000ID,44.190024,1.400928,82113,82220
station meteo,000IF,46.3,2.01667,23057,23270
station meteo,000IK,48.39708,0.6718,61309,61340
station meteo,000LM,47.3261,4.8267,21013,21410
station meteo,000LO,44.74231,1.19236,24150,24250
station meteo,000LP,47.60119,-0.83357,49367,49220
station meteo,000LQ,45.34229,5.46942,38030,38140
station meteo,000LR,44.70584,1.4614,46258,46300
station meteo,000LS,48.75511,7.37732,67302,67700
station meteo,000LU,46.25276,-0.53833,79130,79270
station meteo,000LV,46.03496,-1.37867,17323,17650
station meteo,000LY,46.91912,0.21145,86167,86420
station meteo,000LZ,43.42238,1.27809,31486,31410
station meteo,000MA,44.183436,5.26216,84015,84340
station meteo,000MB,47.54007,1.50525,41262,41250
station meteo,000MD,49.00832,7.38652,57390,57620
station meteo,000MF,44.13351,0.41513,47045,47600
station meteo,000MG,47.98225,1.28275,28103,28220
station meteo,000MT,49.873748,2.271654,80261,80480
station meteo,000MI,48.69656,2.55537,94056,94520
station meteo,000MJ,49.46078,0.5874,76499,76330
station meteo,000MK,43.18333,-0.26667,64417,64800
station meteo,000ML,45.714,-0.204,16088,16200
station meteo,000MN,43.10563,3.101,11170,11430
station meteo,000MO,48.407637,7.260573,67027,67130
station meteo,ME014,50.74811047,2.258920097,62765,62500
station meteo,000MP,47.3882,0.21758,37082,37340
station meteo,ME001,47.886123376213,-3.5548537731171,29233,29300
station meteo,ME050,47.29634374008,5.0032276153564,21166,21300
station meteo,ME051,44.759660609667,-0.62069950103762,33192,33170
station meteo,ME003,43.510894408718,5.4591016769409,13001,13080
station meteo,ME004,46.420724663427,3.0674639582634,03292,03240
station meteo,ME005,47.833344053896,-0.69821534156802,53062,53200
station meteo,ME006,47.751351276521,6.5705013513565,70339,70270
station meteo,ME007,45.692621864174,1.360728764534,87119,87260
station meteo,ME008,43.141116518296,6.3471997061584,83019,83230
station meteo,ME009,47.339874864633,4.9929064750671,21617,21240
station meteo,ME010,47.933199289759,1.9117135047912,45147,45400
station meteo,ME011,47.590845177479,7.2516483306885,68138,68560
station meteo,ME012,47.822352403877,1.2978202342987,41171,41290
station meteo,ME013,49.097366070558,0.60807879836432,27398,27300
station meteo,ME015,43.9403667,7.5139,06023,06540
station meteo,ME016,43.1978008084,2.7643918991089,11203,11200
station meteo,ME017,46.1552778,-1.17583333,17300,17000
station meteo,ME018,41.6015611,9.27118333,2A247,20137
station meteo,ME019,43.3565556,1.46435833,31033,31190
station meteo,ME020,43.7303528,3.31424444,34142,34700
station meteo,ME021,47.904375,1.86626667,45285,45140
station meteo,ME022,50.3604361,3.51942778,59606,59300
station meteo,ME023,49.4255556,2.64472222,60223,60190
station meteo,ME024,50.5069722,2.47627778,62048,62260
station meteo,ME025,43.1394444,5.98083333,83144,83160
station meteo,ME026,47.8975,6.7358333,88369,88160
station meteo,ME027,48.685598788292,2.3328995704651,91589,91600
station meteo,ME028,48.8588889,2.45,93048,93100
station meteo,ME029,44.0135,1.370925,82121,82000
station meteo,ME030,46.90478741853,4.7601002454758,71073,71150
station meteo,ME031,49.6292417,-1.6038861,50129,50100
station meteo,ME032,47.680110712583,-0.87430357933044,49331,49500
station meteo,ME033,48.4266361,-4.6180361,29260,29290
station meteo,ME034,44.8032556,-0.5917917,33522,33400
station meteo,ME035,46.4592972,4.1125889,71342,71600
station meteo,ME036,47.00505,3.1605528,58194,58000
station meteo,ME038,43.1853389,-0.1094389,64453,64530
station meteo,ME039,47.2947167,5.0605583,21355,21600
station meteo,ME040,42.6969889,2.9266417,66136,66000
station meteo,ME041,14.6737833,-61.0327833,97224,97212
station meteo,ME042,45.8675944,1.2905639,87085,87000
station meteo,ME043,43.590963,1.352712,31557,31170
station meteo,ME044,48.120194,-1.213333,35360,35500
station meteo,ME045,47.381511,-2.192478,44168,44720
station meteo,ME046,45.733006,4.8331,69123,69001
station meteo,ME047,47.4535,-0.5605,49007,49000
station meteo,ME048,49.27483,-0.71233,14047,14400
station meteo,ME049,44.387778,6.641111,04019,04400
station meteo,ME052,48.6297194,-2.4644389,22054,22430
station meteo,ME057,41.919229,8.738635,2A004,20000
station meteo,ME098,48.845766,2.266687,75056,75001
station meteo,ME054,14.6737833,-61.0327833,97224,97212
station meteo,ME099,48.846882,2.355468,75056,75001
station meteo,ME101,43.433715,6.769031,83118,83530
station meteo,ME109,47.111564,5.272244,21239,21170
station meteo,ME107,43.191541,6.045212,83130,83210
station meteo,ME102,45.087092,5.775222,38562,38220
station meteo,ME103,45.058741,4.299064,43051,43400
station meteo,ME104,45.693583,3.197701,63214,63730
station meteo,ME105,49.64162,0.264283,76196,76280
station meteo,ME110,48.946926,4.387885,51506,51470
station meteo,ME106,50.214948,1.780832,80598,80860
station meteo,ME108,44.903911,2.44879,15014,15000
station meteo,ME112,49.735242,2.148582,80211,80160
station meteo,ME111,49.840373,1.785081,80062,80430
station meteo,ME117,48.193867,-4.087861,29026,29150
station meteo,ME114,48.678015,5.88905,54528,54200
station meteo,ME116,48.397549,-0.63354,53003,53300
station meteo,ME113,48.731963,2.253404,91377,91300
station meteo,ME115,48.784858,2.054172,78297,78280
station meteo,ME120,44.643818,-1.059218,33199,33470
station meteo,ME129,44.409006,0.744678,47323,47300
station meteo,ME127,-20.931442,55.305514,97407,97420
station meteo,ME118,43.196971,2.765773,11203,11200
station meteo,ME119,49.485851,5.197367,55502,55700
station meteo,ME124,44.827203,-0.645302,33281,33700
station meteo,ME121,42.64567,2.938229,66208,66200
station meteo,ME126,48.560504,7.748371,67482,67000
station meteo,ME123,47.498495,6.790347,25388,25200
station meteo,ME125,45.340841,6.291086,73231,73130
station meteo,ME137,47.6010799,1.3392437,41018,41000
station meteo,ME128,45.725547,4.861664,69259,69200
station meteo,ME130,43.530466,1.410252,31433,31120
station meteo,ME131,50.5073,2.475679,62048,62260
station meteo,ME132,44.048139,4.780211,30221,30150
station meteo,ME134,44.498189,0.958133,47106,47500
