CodeCommune;NomCommune;Montagne;ZoneDefavoriseeSimple;ZoneHandicapSpecifique
5108;PUY-SAINT-EUSEBE;M;;
5109;PUY-SAINT-PIERRE;M;;
5110;PUY-SAINT-VINCENT;M;;
5111;PUY-SANIERES;M;;
5112;RABOU;M;;
5113;RAMBAUD;M;;
5114;REALLON;M;;
5115;REMOLLON;M;;
5116;REOTIER;M;;
5117;RIBEYRET;M;;
5118;VAL BUËCH-MÉOUGE;M;;
5119;RISOUL;M;;
5120;RISTOLAS;M;;
5121;ROCHEBRUNE;M;;
5122;LA ROCHE-DE-RAME;M;;
5123;LA ROCHE-DES-ARNAUDS;M;;
5124;LA ROCHETTE;M;;
5126;ROSANS;M;;
5127;ROUSSET;M;;
5128;SAINT-ANDRE-D'EMBRUN;M;;
5129;SAINT-ANDRE-DE-ROSANS;M;;
5130;SAINT-APOLLINAIRE;M;;
5131;SAINT-AUBAN-D'OZE;M;;
5132;SAINT-BONNET-EN-CHAMPSAUR;M;;
5133;SAINT-CHAFFREY;M;;
5134;SAINT-CLEMENT-SUR-DURANCE;M;;
5135;SAINTE-COLOMBE;M;;
5136;SAINT-CREPIN;M;;
5139;DEVOLUY;M;;
5140;SAINT-ETIENNE-LE-LAUS;M;;
5141;SAINT-EUSEBE-EN-CHAMPSAUR;M;;
5142;SAINT-FIRMIN;M;;
5144;SAINT-JACQUES-EN-VALGODEMARD;M;;
5145;SAINT-JEAN-SAINT-NICOLAS;M;;
5146;SAINT-JULIEN-EN-BEAUCHENE;M;;
5147;SAINT-JULIEN-EN-CHAMPSAUR;M;;
5148;SAINT-LAURENT-DU-CROS;M;;
5149;SAINT-LEGER-LES-MELEZES;M;;
5150;SAINTE-MARIE;M;;
5151;SAINT-MARTIN-DE-QUEYRIERES;M;;
5152;SAINT-MAURICE-EN-VALGODEMARD;M;;
5153;SAINT-MICHEL-DE-CHAILLOL;M;;
5154;SAINT-PIERRE-D'ARGENCON;M;;
5155;SAINT-PIERRE-AVEZ;M;;
5156;SAINT-SAUVEUR;M;;
5157;SAINT-VERAN;M;;
5158;LE SAIX;M;;
5159;SALEON;M;;
5160;SALERANS;M;;
5161;LA SALLE-LES-ALPES;M;;
5162;LA SAULCE;M;;
5163;LE SAUZE-DU-LAC;M;;
5164;SAVINES-LE-LAC;M;;
5165;SAVOURNON;M;;
5166;SERRES;M;;
5167;SIGOTTIER;M;;
5168;SIGOYER;M;;
5169;SORBIERS;M;;
5170;TALLARD;M;;
5171;THEUS;M;;
5172;TRESCLEOUX;M;;
5173;UPAIX;M;;
5174;VAL-DES-PRES;M;;
5176;VALSERRES;M;;
5177;VARS;M;;
5178;VENTAVON;M;;
5179;VEYNES;M;;
5180;LES VIGNEAUX;M;;
5181;VILLAR-D'ARENE;M;;
5182;VILLAR-LOUBIERE;M;;
5183;VILLAR-SAINT-PANCRACE;M;;
5184;VITROLLES;M;;
6001;AIGLUN;M;;
6002;AMIRAT;M;;
6003;ANDON;M;;
6005;ASCROS;M;;
6006;ASPREMONT;M;;
6008;AUVARE;M;;
6009;BAIROLS;M;;
6010;LE BAR-SUR-LOUP;M;;
6013;BELVEDERE;M;;
6014;BENDEJUN;M;;
6015;BERRE-LES-ALPES;M;;
6016;BEUIL;M;;
6017;BEZAUDUN-LES-ALPES;M;;
6019;BLAUSASC;M;;
6020;LA BOLLENE-VESUBIE;M;;
6021;BONSON;M;;
6022;BOUYON;M;;
6023;BREIL-SUR-ROYA;M;;
6024;BRIANCONNET;M;;
6025;LE BROC;M;;
6026;CABRIS;M;;
6028;CAILLE;M;;
6031;CANTARON;M;;
6035;CASTELLAR;M;;
6036;CASTILLON;M;;
6037;CAUSSOLS;M;;
6039;CHATEAUNEUF-VILLEVIEILLE;M;;
6040;CHATEAUNEUF-D'ENTRAUNES;M;;
6041;CIPIERES;M;;
6042;CLANS;M;;
6043;COARAZE;M;;
6045;COLLONGUES;M;;
6047;CONSEGUDES;M;;
6048;CONTES;M;;
6049;COURMES;M;;
6050;COURSEGOULES;M;;
6051;LA CROIX-SUR-ROUDOULE;M;;
6052;CUEBRIS;M;;
6053;DALUIS;M;;
6055;DURANUS;M;;
6056;ENTRAUNES;M;;
6057;L'ESCARENE;M;;
6058;ESCRAGNOLLES;M;;
6061;LES FERRES;M;;
6062;FONTAN;M;;
6063;GARS;M;;
6064;GATTIERES;M;;
6066;GILETTE;M;;
6067;GORBIO;M;;
6068;GOURDON;M;;
6070;GREOLIERES;M;;
6071;GUILLAUMES;M;;
6072;ILONSE;M;;
6073;ISOLA;M;;
6074;LANTOSQUE;M;;
6075;LEVENS;M;;
6076;LIEUCHE;M;;
6077;LUCERAM;M;;
6078;MALAUSSENE;M;;
6080;MARIE;M;;
6081;LE MAS;M;;
6082;MASSOINS;M;;
6086;MOULINET;M;;
6087;LES MUJOULS;M;;
6091;PEILLE;M;;
6092;PEILLON;M;;
6093;LA PENNE;M;;
6094;PEONE;M;;
6096;PIERLAS;M;;
6097;PIERREFEU;M;;
6098;PUGET-ROSTANG;M;;
6099;PUGET-THENIERS;M;;
6100;REVEST-LES-ROCHES;M;;
6101;RIGAUD;M;;
6102;RIMPLAS;M;;
6103;ROQUEBILLIERE;M;;
6106;ROQUESTERON;M;;
6107;ROQUESTERON-GRASSE;M;;
6109;LA ROQUETTE-SUR-VAR;M;;
6110;ROUBION;M;;
6111;ROURE;M;;
6113;SAINTE-AGNES;M;;
6115;SAINT-ANTONIN;M;;
6116;SAINT-AUBAN;M;;
6117;SAINT-BLAISE;M;;
6118;SAINT-CEZAIRE-SUR-SIAGNE;M;;
6119;SAINT-DALMAS-LE-SELVAGE;M;;
6120;SAINT-ETIENNE-DE-TINEE;M;;
6122;SAINT-JEANNET;M;;
6124;SAINT-LEGER;M;;
6125;SAINT-MARTIN-D'ENTRAUNES;M;;
6127;SAINT-MARTIN-VESUBIE;M;;
6129;SAINT-SAUVEUR-SUR-TINEE;M;;
6130;SAINT-VALLIER-DE-THIEY;M;;
6131;SALLAGRIFFON;M;;
6132;SAORGE;M;;
6133;SAUZE;M;;
6134;SERANON;M;;
6135;SIGALE;M;;
6136;SOSPEL;M;;
6137;SPERACEDES;M;;
6139;THIERY;M;;
6140;LE TIGNET;M;;
6141;TOUDON;M;;
6142;TOUET-DE-L'ESCARENE;M;;
6143;TOUET-SUR-VAR;M;;
6144;LA TOUR;M;;
6145;TOURETTE-DU-CHATEAU;M;;
6146;TOURNEFORT;M;;
6147;TOURRETTE-LEVENS;M;;
6148;TOURRETTES-SUR-LOUP;M;;
6151;UTELLE;M;;
6153;VALDEBLORE;M;;
6154;VALDEROURE;M;;
6156;VENANSON;M;;
6158;VILLARS-SUR-VAR;M;;
6160;VILLENEUVE-D'ENTRAUNES;M;;
6162;LA BRIGUE;M;;
6163;TENDE;M;;
7001;ACCONS;M;;
7002;AILHON;;ZDS;
7003;AIZAC;M;;
7004;AJOUX;M;;
7005;ALBA-LA-ROMAINE;;ZDS;
7006;ALBON -(D'ARDECHE);M;;
7007;ALBOUSSIERE;M;;
7008;ALISSAS;M;;
7010;ANNONAY;M;;
7011;ANTRAIGUES-SUR-VOLANE;M;;
7012;ARCENS;M;;
7013;ARDOIX;;ZDS;
7014;ARLEBOSC;M;;
7015;ARRAS-SUR-RHONE;;ZDS;
7016;ASPERJOC;M;;
7017;LES ASSIONS;;ZDS;
7018;ASTET;M;;
7019;AUBENAS;;ZDS;
7020;AUBIGNAS;M;;
7022;BAIX;;ZDS;
7023;BALAZUC;;ZDS;
7024;BANNE;;ZDS;
7025;BARNAS;M;;
7026;LE BEAGE;M;;
7028;BEAULIEU;;ZDS;
7029;BEAUMONT;M;;
7030;BEAUVENE;M;;
7031;BERRIAS-ET-CASTELJAU;;ZDS;
7032;BERZEME;M;;
7033;BESSAS;;ZDS;
7034;BIDON;;ZDS;
7035;BOFFRES;M;;
7036;BOGY;;ZDS;
7037;BOREE;M;;
7038;BORNE;M;;
7039;BOZAS;M;;
7040;BOUCIEU-LE-ROI;M;;
7041;BOULIEU-LES-ANNONAY;M;;
7044;BROSSAINC;;ZDS;
7045;BURZET;M;;
7047;CELLIER-DU-LUC;M;;
7048;CHALENCON;M;;
7049;LE CHAMBON;M;;
7050;CHAMBONAS;;ZDS;
7052;CHAMPIS;M;;
7053;CHANDOLAS;;ZDS;
7054;CHANEAC;M;;
7056;CHARNAS;;ZDS;
7058;CHASSIERS;M;;
7059;CHATEAUBOURG;;ZDS;
7060;CHATEAUNEUF-DE-VERNOUX;M;;
7061;CHAUZON;;ZDS;
7062;CHAZEAUX;M;;
7063;CHEMINAS;;ZDS;
7064;LE CHEYLARD;M;;
7065;CHIROLS;M;;
7066;CHOMERAC;;ZDS;
7067;COLOMBIER-LE-CARDINAL;;ZDS;
7068;COLOMBIER-LE-JEUNE;M;;
7069;COLOMBIER-LE-VIEUX;M;;
7070;CORNAS;;;ZHS
7071;COUCOURON;M;;
7072;COUX;M;;
7073;LE CRESTET;M;;
7074;CREYSSEILLES;M;;
7075;CROS-DE-GEORAND;M;;
7077;DARBRES;M;;
7078;DAVEZIEUX;;ZDS;
7079;DESAIGNES;M;;
7080;DEVESSET;M;;
7081;DOMPNAC;M;;
7082;DORNAS;M;;
7083;DUNIERES-SUR-EYRIEUX;M;;
7084;ECLASSAN;;ZDS;
7085;EMPURANY;M;;
7086;ETABLES;;ZDS;
7087;FABRAS;M;;
7088;FAUGERES;M;;
7089;FELINES;;ZDS;
7090;FLAVIAC;M;;
7091;FONS;;ZDS;
7092;FREYSSENET;M;;
7093;GENESTELLE;M;;
7094;GILHAC-ET-BRUZAC;M;;
7095;GILHOC-SUR-ORMEZE;M;;
7096;GLUIRAS;M;;
7097;GLUN;;ZDS;
7098;GOURDON;M;;
7099;GRAS;;ZDS;
7100;GRAVIERES;M;;
7101;GROSPIERRES;;ZDS;
7103;INTRES;M;;
7104;ISSAMOULENC;M;;
7105;ISSANLAS;M;;
7106;ISSARLES;M;;
7107;JAUJAC;M;;
7108;JAUNAC;M;;
7109;JOANNAS;M;;
7110;JOYEUSE;;ZDS;
7111;JUVINAS;M;;
7112;LABASTIDE-SUR-BESORGUES;M;;
7113;LABASTIDE-DE-VIRAC;;ZDS;
7114;LABATIE-D'ANDAURE;M;;
7115;LABEAUME;;ZDS;
7116;LABEGUDE;;ZDS;
7117;LABLACHERE;;ZDS;
7118;LABOULE;M;;
7119;LE LAC-D'ISSARLES;M;;
7120;LACHAMP-RAPHAEL;M;;
7121;LACHAPELLE-GRAILLOUSE;M;;
7122;LACHAPELLE-SOUS-AUBENAS;;ZDS;
7123;LACHAPELLE-SOUS-CHANEAC;M;;
7124;LAFARRE;M;;
7126;LAGORCE;;ZDS;
7127;LALEVADE-D'ARDECHE;M;;
7128;LALOUVESC;M;;
7129;LAMASTRE;M;;
7130;LANARCE;M;;
7131;LANAS;;ZDS;
7132;LARGENTIERE;M;ZDS;
7133;LARNAS;;ZDS;
7134;LAURAC-EN-VIVARAIS;;ZDS;
7135;LAVAL-D'AURELLE;M;;
7136;LAVEYRUNE;M;;
7137;LAVILLATTE;M;;
7138;LAVILLEDIEU;;ZDS;
7139;LAVIOLLE;M;;
7140;LEMPS;;ZDS;
7141;LENTILLERES;M;;
7142;LESPERON;M;;
7143;LIMONY;;;ZHS
7144;LOUBARESSE;M;;
7145;LUSSAS;;ZDS;
7146;LYAS;M;;
7147;MALARCE-SUR-LA-THINES;M;;
7148;MALBOSC;M;;
7149;MARCOLS-LES-EAUX;M;;
7150;MARIAC;M;;
7151;MARS;M;;
7152;MAUVES;;;ZHS
7153;MAYRES;M;;
7154;MAZAN-L'ABBAYE;M;;
7155;MERCUER;;ZDS;
7156;MEYRAS;M;;
7157;MEYSSE;;ZDS;
7158;MEZILHAC;M;;
7159;MIRABEL;M;;
7160;MONESTIER;M;;
7161;MONTPEZAT-SOUS-BAUZON;M;;
7162;MONTREAL;;ZDS;
7163;MONTSELGUES;M;;
7165;NONIERES;M;;
7166;NOZIERES;M;;
7167;LES OLLIERES-SUR-EYRIEUX;M;;
7168;ORGNAC-L'AVEN;;ZDS;
7169;OZON;;ZDS;
7170;PAILHARES;M;;
7171;PAYZAC;M;;
7172;PEAUGRES;;ZDS;
7173;PEREYRES;M;;
7174;PEYRAUD;;;ZHS
7175;LE PLAGNAL;M;;
7176;PLANZOLLES;M;;
7177;PLATS;M;;
7178;PONT-DE-LABEAUME;M;;
7179;POURCHERES;M;;
7182;PRADES;M;;
7183;PRADONS;;ZDS;
7184;PRANLES;M;;
7185;PREAUX;M;;
7186;PRIVAS;M;;
7187;PRUNET;M;;
7188;QUINTENAS;;ZDS;
7189;RIBES;M;;
7190;ROCHECOLOMBE;;ZDS;
7191;ROCHEMAURE;;ZDS;
7192;ROCHEPAULE;M;;
7193;ROCHER;M;;
7194;ROCHESSAUVE;M;;
7195;LA ROCHETTE;M;;
7196;ROCLES;M;;
7197;ROIFFIEUX;M;;
7198;ROMPON;;ZDS;
7199;ROSIERES;;ZDS;
7200;LE ROUX;M;;
7201;RUOMS;;ZDS;
7202;SABLIERES;M;;
7203;SAGNES-ET-GOUDOULET;M;;
7204;SAINT-AGREVE;M;;
7205;SAINT-ALBAN-D'AY;M;;
7206;SAINT-ALBAN-EN-MONTAGNE;M;;
7207;SAINT-ALBAN-AURIOLLES;;ZDS;
7208;SAINT-ANDEOL-DE-BERG;;ZDS;
7209;SAINT-ANDEOL-DE-FOURCHADES;M;;
7210;SAINT-ANDEOL-DE-VALS;M;;
7211;SAINT-ANDRE-DE-CRUZIERES;;ZDS;
7212;SAINT-ANDRE-EN-VIVARAIS;M;;
7213;SAINT-ANDRE-LACHAMP;M;;
7214;SAINT-APOLLINAIRE-DE-RIAS;M;;
7215;SAINT-BARTHELEMY-LE-MEIL;M;;
7216;SAINT-BARTHELEMY-GROZON ;M;;
7217;SAINT-BARTHELEMY-LE-PLAIN;M;;
7218;SAINT-BASILE;M;;
7219;SAINT-BAUZILE;M;;
7220;SAINT-CHRISTOL;M;;
7221;SAINT-CIERGE-LA-SERRE;M;;
7222;SAINT-CIERGE-SOUS-LE-CHEYLARD;M;;
7223;SAINT-CIRGUES-DE-PRADES;M;;
7224;SAINT-CIRGUES-EN-MONTAGNE;M;;
7225;SAINT-CLAIR;;ZDS;
7226;SAINT-CLEMENT;M;;
7227;SAINT-CYR;;ZDS;
7228;SAINT-DESIRAT;;;ZHS
7229;SAINT-DIDIER-SOUS-AUBENAS;;ZDS;
7230;SAINT-ETIENNE-DE-BOULOGNE;M;;
7231;SAINT-ETIENNE-DE-FONTBELLON;;ZDS;
7232;SAINT-ETIENNE-DE-LUGDARES;M;;
7233;SAINT-ETIENNE-DE-SERRE;M;;
7235;SAINTE-EULALIE;M;;
7236;SAINT-FELICIEN;M;;
7237;SAINT-FORTUNAT-SUR-EYRIEUX;M;;
7238;SAINT-GENEST-DE-BEAUZON;;ZDS;
7239;SAINT-GENEST-LACHAMP;M;;
7240;SAINT-GEORGES-LES-BAINS;;ZDS;
7241;SAINT-GERMAIN;;ZDS;
7242;SAINT-GINEIS-EN-COIRON;M;;
7243;SAINT-JACQUES-D'ATTICIEUX;;ZDS;
7244;SAINT-JEAN-CHAMBRE;M;;
7245;SAINT-JEAN-DE-MUZOLS;;;ZHS
7247;SAINT-JEAN-LE-CENTENIER;M;;
7248;SAINT-JEAN-ROURE;M;;
7249;SAINT-JEURE-D'ANDAURE;M;;
7250;SAINT-JEURE-D'AY;;ZDS;
7251;SAINT-JOSEPH-DES-BANCS;M;;
7252;SAINT-JULIEN-BOUTIERES;M;;
7253;SAINT-JULIEN-DU-GUA;M;;
7254;SAINT-JULIEN-DU-SERRE;M;;
7255;SAINT-JULIEN-EN-SAINT-ALBAN;;ZDS;
7256;SAINT-JULIEN-LABROUSSE;M;;
7257;SAINT-JULIEN-LE-ROUX;M;;
7258;SAINT-JULIEN-VOCANCE;M;;
7260;SAINT-LAGER-BRESSAC;;ZDS;
7261;SAINT-LAURENT-DU-PAPE;M;;
7262;SAINT-LAURENT-LES-BAINS;M;;
7263;SAINT-LAURENT-SOUS-COIRON;M;;
7265;SAINT-MARCEL-LES-ANNONAY;M;;
7266;SAINTE-MARGUERITE-LAFIGERE;M;;
7267;SAINT-MARTIAL;M;;
7269;SAINT-MARTIN-DE-VALAMAS;M;;
7270;SAINT-MARTIN-SUR-LAVEZON ;M;;
7272;SAINT-MAURICE-D'ARDECHE;;ZDS;
7273;SAINT-MAURICE-D'IBIE;;ZDS;
7274;SAINT-MAURICE-EN-CHALENCON;M;;
7275;SAINT-MELANY;M;;
7276;SAINT-MICHEL-D'AURANCE;M;;
7277;SAINT-MICHEL-DE-BOULOGNE;M;;
7278;SAINT-MICHEL-DE-CHABRILLANOUX;M;;
7280;SAINT-PAUL-LE-JEUNE;;ZDS;
7281;SAINT-PERAY;;;ZHS
7282;SAINT-PIERRE-DE-COLOMBIER;M;;
7283;SAINT-PIERRE-LA-ROCHE;M;;
7284;SAINT-PIERRE-SAINT-JEAN;M;;
7285;SAINT-PIERRE-SUR-DOUX;M;;
7286;SAINT-PIERREVILLE;M;;
7287;SAINT-PONS;M;;
7288;SAINT-PRIEST;M;;
7289;SAINT-PRIVAT;;ZDS;
7290;SAINT-PRIX;M;;
7291;SAINT-REMEZE;;ZDS;
7292;SAINT-ROMAIN-D'AY;;ZDS;
7293;SAINT-ROMAIN-DE-LERPS;M;;
7294;SAINT-SAUVEUR-DE-CRUZIERES;;ZDS;
7295;SAINT-SAUVEUR-DE-MONTAGUT;M;;
7296;SAINT-SERNIN;;ZDS;
7297;SAINT-SYLVESTRE;M;;
7298;SAINT-SYMPHORIEN-SOUS-CHOMERAC;;ZDS;
7299;SAINT-SYMPHORIEN-DE-MAHUN;M;;
7300;SAINT-THOME;;ZDS;
7301;SAINT-VICTOR;M;;
7302;SAINT-VINCENT-DE-BARRES;;ZDS;
7303;SAINT-VINCENT-DE-DURFORT;M;;
7304;SALAVAS;;ZDS;
7305;LES SALELLES;M;;
7306;SAMPZON;;ZDS;
7307;SANILHAC;M;;
7308;SARRAS;;;ZHS
7309;SATILLIEU;M;;
7310;SAVAS;M;;
7311;SCEAUTRES;M;;
7312;SECHERAS;;ZDS;
7313;SERRIERES;;;ZHS
7314;SILHAC;M;;
7315;LA SOUCHE;M;;
7317;TALENCIEUX;;ZDS;
7318;TAURIERS;M;ZDS;
7321;THORRENC;;ZDS;
7322;THUEYTS;M;;
7323;TOULAUD;M;;
7324;TOURNON-SUR-RHONE;;;ZHS
7325;UCEL;;ZDS;
7326;USCLADES-ET-RIEUTORD;M;;
7327;UZER;;ZDS;
7328;VAGNAS;;ZDS;
7329;VALGORGE;M;;
7330;VALLON-PONT-D'ARC;;ZDS;
7331;VALS-LES-BAINS;M;;
7332;VALVIGNERES;;ZDS;
7333;VANOSC;M;;
7334;LES VANS;M;ZDS;
7335;VAUDEVANT;M;;
7336;VERNON;M;;
7337;VERNOSC-LES-ANNONAY;;ZDS;
7338;VERNOUX-EN-VIVARAIS;M;;
7339;VESSEAUX;M;;
7340;VEYRAS;M;;
7341;VILLENEUVE-DE-BERG;;ZDS;
7342;VILLEVOCANCE;M;;
7343;VINEZAC;;ZDS;
7344;VINZIEUX;;ZDS;
7345;VION;;ZDS;
7347;VOCANCE;M;;
7348;VOGUE;;ZDS;
8003;AIGLEMONT;;;ZHS
8011;ANCHAMPS;;;ZHS
8022;ARREUX;;;ZHS
8028;AUBRIVES;;;ZHS
8053;BAZEILLES;;;ZHS
8078;BOURG-FIDELE;;;ZHS
8081;BOGNY-SUR-MEUSE;;;ZHS
8087;BROGNON;;;ZHS
8101;LA CHAPELLE;;;ZHS
8106;CHARNOIS;;;ZHS
8122;CHOOZ;;;ZHS
8125;CLIRON;;;ZHS
8136;DAIGNY;;;ZHS
8137;DAMOUZY;;;ZHS
8139;DEVILLE;;;ZHS
8142;DONCHERY;;;ZHS
8153;ESCOMBRES-ET-LE-CHESNOIS;;;ZHS
8156;ETEIGNIERES;;;ZHS
8166;FEPIN;;;ZHS
8170;FLEIGNEUX;;;ZHS
8174;FLOING;;;ZHS
8175;FOISCHES;;;ZHS
8179;FRANCHEVAL;;;ZHS
8183;FROMELENNES;;;ZHS
8185;FUMAY;;;ZHS
8187;GERNELLE;;;ZHS
8188;GESPUNSART;;;ZHS
8190;GIVET;;;ZHS
8191;GIVONNE;;;ZHS
8194;GLAIRE;;;ZHS
8199;LA GRANDVILLE;;;ZHS
8202;GUE-D'HOSSUS;;;ZHS
8207;HAM-SUR-MEUSE;;;ZHS
8212;HARCY;;;ZHS
8214;HARGNIES;;;ZHS
8217;HAULME;;;ZHS
8218;LES HAUTES-RIVIERES;;;ZHS
8222;HAYBES;;;ZHS
8226;HIERGES;;;ZHS
8230;HOULDIZY;;;ZHS
8232;ILLY;;;ZHS
8235;ISSANCOURT-ET-RUMEL;;;ZHS
8237;JOIGNY-SUR-MEUSE;;;ZHS
8242;LAIFOUR;;;ZHS
8247;LANDRICHAMPS;;;ZHS
8282;MAUBERT-FONTAINE;;;ZHS
8284;LES MAZURES;;;ZHS
8289;MESSINCOURT;;;ZHS
8294;LA MONCELLE;;;ZHS
8297;MONTCORNET;;;ZHS
8298;MONTCY-NOTRE-DAME;;;ZHS
8302;MONTHERME;;;ZHS
8304;MONTIGNY-SUR-MEUSE;;;ZHS
8316;NEUFMANIL;;;ZHS
8318;LA NEUVILLE-AUX-JOUTES;;;ZHS
8319;NEUVILLE-LEZ-BEAULIEU;;;ZHS
8328;NOUZONVILLE;;;ZHS
8342;POURU-AUX-BOIS;;;ZHS
8353;RANCENNES;;;ZHS
8355;REGNIOWEZ;;;ZHS
8361;RENWEZ;;;ZHS
8363;REVIN;;;ZHS
8367;ROCROI;;;ZHS
8385;SAINT-LAURENT;;;ZHS
8391;SAINT-MENGES;;;ZHS
8408;SECHEVAL;;;ZHS
8417;SEVIGNY-LA-FORET;;;ZHS
8420;SIGNY-LE-PETIT;;;ZHS
8436;TAILLETTE;;;ZHS
8448;THILAY;;;ZHS
8456;TOURNAVAUX;;;ZHS
8483;VILLE-SUR-LUMES;;;ZHS
8486;VIREUX-MOLHAIN;;;ZHS
8487;VIREUX-WALLERAND;;;ZHS
8491;VRIGNE-AUX-BOIS;;;ZHS
9001;AIGUES-JUNTES;M;;
9002;AIGUES-VIVES;;ZDS;
9003;L'AIGUILLON;M;;
9004;ALBIES;M;;
9005;ALEU;M;;
9006;ALLIAT;M;;
9007;ALLIERES;M;;
9008;ALOS;M;;
9009;ALZEN;M;;
9011;ANTRAS;M;;
9012;APPY;M;;
9013;ARABAUX;M;;
9014;ARGEIN;M;;
9015;ARIGNAC;M;;
9016;ARNAVE;M;;
9017;ARRIEN-EN-BETHMALE;M;;
9018;ARROUT;M;;
9019;ARTIGAT;;ZDS;
9020;ARTIGUES;M;;
9021;ARTIX;;ZDS;
9022;ARVIGNA;;ZDS;
9023;ASCOU;M;;
9024;ASTON;M;;
9025;AUCAZEIN;M;;
9026;AUDRESSEIN;M;;
9027;AUGIREIN;M;;
9028;AULOS;M;;
9029;AULUS-LES-BAINS;M;;
9030;AUZAT;M;;
9031;AXIAT;M;;
9032;AX-LES-THERMES;M;;
9033;BAGERT;M;;
9034;BALACET;M;;
9035;BALAGUERES;M;;
9037;BARJAC;M;;
9038;LA BASTIDE-DE-BESPLAS;;ZDS;
9039;LA BASTIDE-DE-BOUSIGNAC;;ZDS;
9040;LA BASTIDE-DE-LORDAT;;ZDS;
9041;LA BASTIDE-DU-SALAT;;ZDS;
9042;LA BASTIDE-DE-SEROU;M;;
9043;LA BASTIDE-SUR-L'HERS;;ZDS;
9044;BAULOU;M;;
9045;BEDEILHAC-ET-AYNAT;M;;
9046;BEDEILLE;M;;
9047;BELESTA;M;;
9048;BELLOC;;ZDS;
9049;BENAC;M;;
9050;BENAGUES;;ZDS;
9051;BENAIX;M;;
9052;BESSET;;ZDS;
9053;BESTIAC;M;;
9054;BETCHAT;M;;
9055;BETHMALE;M;;
9056;BEZAC;;ZDS;
9057;BIERT;M;;
9058;BOMPAS;M;;
9059;BONAC-IRAZEIN;M;;
9060;BONNAC;;ZDS;
9061;LES BORDES-SUR-ARIZE;;ZDS;
9062;BORDES-UCHENTEIN;M;;
9063;LE BOSC;M;;
9064;BOUAN;M;;
9065;BOUSSENAC;M;;
9066;BRASSAC;M;;
9067;BRIE;;ZDS;
9068;BURRET;M;;
9069;BUZAN;M;;
9070;LES CABANNES;M;;
9071;CADARCET;M;;
9072;CALZAN;M;;
9073;CAMARADE;M;;
9074;CAMON;;ZDS;
9075;CAMPAGNE-SUR-ARIZE;;ZDS;
9076;CANTE;;ZDS;
9077;CAPOULET-ET-JUNAC;M;;
9078;CARCANIERES;M;;
9079;CARLA-BAYLE;;ZDS;
9080;CARLA-DE-ROQUEFORT;M;;
9081;LE CARLARET;;ZDS;
9082;CASTELNAU-DURBAN;M;;
9083;CASTERAS;;ZDS;
9084;CASTEX;;ZDS;
9085;CASTILLON-EN-COUSERANS;M;;
9086;CAUMONT;;ZDS;
9087;CAUSSOU;M;;
9088;CAYCHAX;M;;
9089;CAZALS-DES-BAYLES;;ZDS;
9090;CAZAUX;M;;
9091;CAZAVET;M;;
9092;CAZENAVE-SERRES-ET-ALLENS;M;;
9093;CELLES;M;;
9094;CERIZOLS;M;;
9095;CESCAU;M;;
9096;CHATEAU-VERDUN;M;;
9097;CLERMONT;M;;
9098;CONTRAZY;M;;
9099;COS;M;;
9100;COUFLENS;M;;
9101;COUSSA;;ZDS;
9102;COUTENS;;ZDS;
9103;CRAMPAGNA;;ZDS;
9104;DALOU;M;;
9105;DAUMAZAN-SUR-ARIZE;;ZDS;
9106;DREUILHE;M;;
9107;DUN;M;;
9108;DURBAN-SUR-ARIZE;M;;
9109;DURFORT;;ZDS;
9110;ENCOURTIECH;M;;
9111;ENGOMER;M;;
9113;ERCE;M;;
9114;ERP;M;;
9115;ESCLAGNE;;ZDS;
9116;ESCOSSE;;ZDS;
9117;ESPLAS (DE-SAVERDUN);;ZDS;
9118;ESPLAS-DE-SEROU;M;;
9119;EYCHEIL;M;;
9120;FABAS;M;;
9121;FERRIERES-SUR-ARIEGE;M;;
9122;FOIX;M;;
9123;FORNEX;;ZDS;
9124;LE FOSSAT;;ZDS;
9125;FOUGAX-ET-BARRINEUF;M;;
9126;FREYCHENET;M;;
9127;GABRE;M;;
9128;GAJAN;M;;
9129;GALEY;M;;
9130;GANAC;M;;
9131;GARANOU;M;;
9132;GAUDIES;;ZDS;
9133;GENAT;M;;
9134;GESTIES;M;;
9135;GOULIER-ET-OLBIER;M;;
9136;GOURBIT;M;;
9137;GUDAS;M;;
9138;L'HERM;M;;
9139;L'HOSPITALET-PRES-L'ANDORRE;M;;
9140;IGNAUX;M;;
9141;ILLARTEIN;M;;
9142;ILHAT;M;;
9143;ILLIER-ET-LARAMADE;M;;
9145;LES ISSARDS;;ZDS;
9146;JUSTINIAC;;ZDS;
9147;LABATUT;;ZDS;
9148;LACAVE;;ZDS;
9149;LACOURT;M;;
9150;LAGARDE;;ZDS;
9151;LANOUX;;ZDS;
9152;LAPEGE;M;;
9153;LAPENNE;;ZDS;
9154;LARBONT;M;;
9155;LARCAT;M;;
9156;LARNAT;M;;
9157;LAROQUE-D'OLMES;;ZDS;
9158;LASSERRE;M;;
9159;LASSUR;M;;
9160;LAVELANET;M;;
9161;LERAN;;ZDS;
9162;LERCOUL;M;;
9163;LESCOUSSE;;ZDS;
9164;LESCURE;M;;
9165;LESPARROU;M;;
9166;LEYCHERT;M;;
9167;LEZAT-SUR-LEZE;;ZDS;
9168;LIEURAC;M;;
9169;LIMBRASSAC;;ZDS;
9170;LISSAC;;ZDS;
9171;LORDAT;M;;
