CodeCommune;NomCommune;Montagne;ZoneDefavoriseeSimple;ZoneHandicapSpecifique
41159;NEUNG-SUR-BEUVRON;;ZDS;
41160;NEUVY;;ZDS;
41161;NOUAN-LE-FUZELIER;;ZDS;
41168;ORCAY;;ZDS;
41176;PIERREFITTE-SUR-SAULDRE;;ZDS;
41185;PRUNIERS-EN-SOLOGNE;;ZDS;
41194;ROMORANTIN-LANTHENAY;;ZDS;
41195;ROUGEOU;;ZDS;
41218;SAINT-JULIEN-SUR-CHER;;ZDS;
41220;SAINT-LAURENT-NOUAN;;ZDS;
41222;SAINT-LOUP;;ZDS;
41231;SAINT-VIATRE;;ZDS;
41232;SALBRIS;;ZDS;
41241;SELLES-SAINT-DENIS;;ZDS;
41247;SOINGS-EN-SOLOGNE;;ZDS;
41249;SOUESMES;;ZDS;
41251;SOUVIGNY-EN-SOLOGNE;;ZDS;
41256;THEILLAY;;ZDS;
41260;THOURY;;ZDS;
41262;TOUR-EN-SOLOGNE;;ZDS;
41268;VEILLEINS;;ZDS;
41271;VERNOU-EN-SOLOGNE;;ZDS;
41280;VILLEFRANCHE-SUR-CHER;;ZDS;
41282;VILLEHERVIERS;;ZDS;
41285;VILLENY;;ZDS;
41296;VOUZON;;ZDS;
41297;YVOY-LE-MARRON;;ZDS;
42001;ABOEN;M;;
42002;AILLEUX;M;;
42003;AMBIERLE;M;;ZHS
42004;AMIONS;;ZDS;
42006;APINAC;M;;
42007;ARCINGES;M;;
42008;ARCON;M;;
42009;ARTHUN;;ZDS;
42010;AVEIZIEUX;M;;
42011;BALBIGNY;M;ZDS;
42012;BARD;M;;
42013;BELLEGARDE-EN-FOREZ;M;ZDS;
42014;BELLEROCHE;M;;
42015;BELMONT-DE-LA-LOIRE;M;;
42016;LA BENISSON-DIEU;;;ZHS
42017;LE BESSAT;M;;
42019;BOEN-SUR-LIGNON;M;ZDS;
42021;BOISSET-SAINT-PRIEST;M;;
42023;BOURG-ARGENTAL;M;;
42025;BOYER;;ZDS;
42026;BRIENNON;;;ZHS
42027;BULLY;M;;
42028;BURDIGNES;M;;
42029;BUSSIERES;M;;
42030;BUSSY-ALBIEUX;;ZDS;
42031;CALOIRE;M;;
42032;CELLIEU;M;;
42033;LE CERGNE;M;;
42034;CERVIERES;M;;
42035;CEZAY;M;;
42036;CHAGNON;M;;
42037;CHALAIN-D'UZORE;;ZDS;
42039;CHALMAZEL-JEANSAGNIERE;M;;
42040;LA CHAMBA;M;;
42042;CHAMBLES;M;;
42043;CHAMBOEUF;M;ZDS;
42044;LE CHAMBON-FEUGEROLLES;M;;
42045;LA CHAMBONIE;M;;
42046;CHAMPDIEU;M;ZDS;
42047;CHAMPOLY;M;;
42048;CHANDON;;;ZHS
42049;CHANGY;M;;ZHS
42050;LA CHAPELLE-EN-LAFAYE;M;;
42051;LA CHAPELLE-VILLARS;M;;
42052;CHARLIEU;;;ZHS
42053;CHATEAUNEUF;M;;
42054;CHATELNEUF;M;;
42055;CHATELUS;M;;
42058;CHAZELLES-SUR-LAVIEU;M;;
42059;CHAZELLES-SUR-LYON;M;;
42060;CHENEREILLES;M;;
42061;CHERIER;M;;
42062;CHEVRIERES;M;;
42063;CHIRASSIMONT;M;;
42064;CHUYER;M;;
42065;CIVENS;;ZDS;
42067;COLOMBIER;M;;
42068;COMBRE;;ZDS;
42069;COMMELLE-VERNAY;;;ZHS
42070;CORDELLE;M;;
42072;LA COTE-EN-COUZAN;M;;
42073;COTTANCE;M;;
42074;COUTOUVRE;;ZDS;
42076;CREMEAUX;M;;
42077;CROIZET-SUR-GAND;M;;
42078;LE CROZET;M;;
42079;CUINZIER;M;;
42082;DANCE;M;;
42084;DEBATS-RIVIERE-D'ORPRA;M;;
42085;DOIZIEUX;M;;
42086;ECOCHE;M;;
42087;ECOTAY-L'OLME;M;;
42089;ESSERTINES-EN-CHATELNEUF;M;;
42090;ESSERTINES-EN-DONZY;M;;
42091;ESTIVAREILLES;M;;
42092;L'ETRAT;M;;
42093;FARNAY;M;;
42095;FIRMINY;M;;
42096;FONTANES;M;;
42097;LA FOUILLOUSE;M;;
42098;FOURNEAUX;M;;
42099;FRAISSES;M;;
42100;LA GIMOND;M;;
42101;GRAIX;M;;
42102;GRAMMOND;M;;
42104;LA GRESLE;M;;
42106;GREZOLLES;M;;
42107;GUMIERES;M;;
42109;L'HOPITAL-SOUS-ROCHEFORT;M;;
42112;JARNOSSE;M;;
42113;JAS;M;;
42115;JONZIEUX;M;;
42116;JURE;M;;
42117;LAVIEU;M;;
42118;LAY;M;;
42119;LEIGNEUX;M;;
42120;LENTIGNY;;;ZHS
42121;LERIGNEUX;M;;
42122;LEZIGNEUX;M;ZDS;
42125;LURE;M;;
42126;LURIECQ;M;;
42127;MABLY;;;ZHS
42128;MACHEZAL;M;;
42131;MAIZILLY;;ZDS;
42133;MARCENOD;M;;
42134;MARCILLY-LE-CHATEL;M;ZDS;
42136;MARCOUX;M;ZDS;
42137;MARGERIE-CHANTAGRET;M;;
42138;MARINGES;M;;
42139;MARLHES;M;;
42140;MAROLS;M;;
42141;MARS;;ZDS;
42142;MERLE-LEIGNEC;M;;
42145;MONTAGNY;;ZDS;
42146;MONTARCHER;M;;
42148;MONTCHAL;M;;
42150;MONTVERDUN;;ZDS;
42151;MORNAND;;ZDS;
42152;NANDAX;;ZDS;
42153;NEAUX;M;;
42154;NERONDE;M;;
42156;NEULISE;M;;
42157;NOAILLY;;;ZHS
42158;LES NOES;M;;
42159;NOIRETABLE;M;;
42160;NOLLIEUX;M;;
42161;NOTRE-DAME-DE-BOISSET;;;ZHS
42162;OUCHES;;;ZHS
42163;LA PACAUDIERE;M;;ZHS
42164;PALOGNEUX;M;;
42165;PANISSIERES;M;;
42166;PARIGNY;;;ZHS
42167;PAVEZIN;M;;
42168;PELUSSIN;M;;
42169;PERIGNEUX;M;;
42170;PERREUX;;;ZHS
42171;PINAY;;ZDS;
42172;PLANFOY;M;;
42173;POMMIERS;;ZDS;
42175;POUILLY-LES-FEURS;M;ZDS;
42176;POUILLY-LES-NONAINS;;;ZHS
42177;POUILLY-SOUS-CHARLIEU;;;ZHS
42178;PRADINES;;;ZHS
42179;PRALONG;M;;
42181;REGNY;M;;
42182;RENAISON;M;;ZHS
42183;LA RICAMARIE;M;;
42188;ROCHE;M;;
42189;ROCHE-LA-MOLIERE;M;;
42191;ROISEY;M;;
42192;ROZIER-COTES-D'AUREC;M;;
42193;ROZIER-EN-DONZY;M;;
42194;SAIL-LES-BAINS;;ZDS;
42195;SAIL-SOUS-COUZAN;M;;
42196;SAINTE-AGATHE-EN-DONZY;M;;
42197;SAINTE-AGATHE-LA-BOUTERESSE;;ZDS;
42198;SAINT-ALBAN-LES-EAUX;M;;ZHS
42199;SAINT-ANDRE-D'APCHON;M;;ZHS
42201;SAINT-APPOLINARD;M;;
42202;SAINT-BARTHELEMY-LESTRA;M;;
42203;SAINT-BONNET-DES-QUARTS;M;;
42204;SAINT-BONNET-LE-CHATEAU;M;;
42205;SAINT-BONNET-LE-COURREAU;M;;
42206;SAINT-BONNET-LES-OULES;M;ZDS;
42207;SAINT-CHAMOND;M;;
42208;SAINT-CHRISTO-EN-JAREZ;M;;
42209;SAINTE-COLOMBE-SUR-GAND;M;;
42210;SAINTE-CROIX-EN-JAREZ;M;;
42212;SAINT-CYR-DE-FAVIERES;M;;
42213;SAINT-CYR-DE-VALORGES;M;;
42214;SAINT-CYR-LES-VIGNES;M;ZDS;
42215;SAINT-DENIS-DE-CABANNE;;ZDS;
42216;SAINT-DENIS-SUR-COISE;M;;
42217;SAINT-DIDIER-SUR-ROCHEFORT;M;;
42218;SAINT-ETIENNE;M;;
42219;SAINT-ETIENNE-LE-MOLARD;;ZDS;
42220;SAINT-FORGEUX-LESPINASSE;;;ZHS
42221;SAINTE-FOY-SAINT-SULPICE;;ZDS;
42222;SAINT-GALMIER;M;ZDS;
42223;SAINT-GENEST-LERPT;M;;
42224;SAINT-GENEST-MALIFAUX;M;;
42225;GENILAC;M;;
42226;SAINT-GEORGES-DE-BAROILLE;;ZDS;
42227;SAINT-GEORGES-EN-COUZAN;M;;
42228;SAINT-GEORGES-HAUTE-VILLE;M;ZDS;
42229;SAINT-GERMAIN-LA-MONTAGNE;M;;
42230;SAINT-GERMAIN-LAVAL;M;ZDS;
42231;SAINT-GERMAIN-LESPINASSE;;;ZHS
42232;SAINT-HAON-LE-CHATEL;M;;
42233;SAINT-HAON-LE-VIEUX;M;;ZHS
42234;SAINT-HEAND;M;;
42235;SAINT-HILAIRE-CUSSON-LA-VALMITTE;M;;
42236;SAINT-HILAIRE-SOUS-CHARLIEU;;ZDS;
42237;SAINT-JEAN-BONNEFONDS;M;;
42238;SAINT-JEAN-LA-VETRE;M;;
42239;SAINT-JEAN-SAINT-MAURICE-SUR-LOIRE;M;;
42240;SAINT-JEAN-SOLEYMIEUX;M;;
42241;SAINT-JODARD;M;;
42245;SAINT-JULIEN-LA-VETRE;M;;
42246;SAINT-JULIEN-MOLIN-MOLETTE;M;;
42247;SAINT-JUST-EN-BAS;M;;
42248;SAINT-JUST-EN-CHEVALET;M;;
42249;SAINT-JUST-LA-PENDUE;M;;
42252;SAINT-LAURENT-ROCHEFORT;M;;
42253;SAINT-LEGER-SUR-ROANNE;;;ZHS
42254;SAINT-MARCEL-DE-FELINES;M;;
42255;SAINT-MARCEL-D'URFE;M;;
42256;SAINT-MARCELLIN-EN-FOREZ;M;ZDS;
42257;SAINT-MARTIN-D'ESTREAUX;M;;ZHS
42259;SAINT-MARTIN-LA-PLAINE;M;;
42260;SAINT-MARTIN-LA-SAUVETE;M;;
42261;SAINT-MARTIN-LESTRA;M;;
42262;SAINT-MAURICE-EN-GOURGOIS;M;;
42264;SAINT-MEDARD-EN-FOREZ;M;;
42266;SAINT-NIZIER-DE-FORNAS;M;;
42267;SAINT-NIZIER-SOUS-CHARLIEU;;;ZHS
42268;SAINT-PAUL-DE-VEZELIN;M;;
42269;SAINT-PAUL-D'UZORE;;ZDS;
42270;SAINT-PAUL-EN-CORNILLON;M;;
42271;SAINT-PAUL-EN-JAREZ;M;;
42273;SAINT-PIERRE-LA-NOAILLE;;;ZHS
42274;SAINT-POLGUES;M;;
42276;SAINT-PRIEST-LA-PRUGNE;M;;
42277;SAINT-PRIEST-LA-ROCHE;M;;
42278;SAINT-PRIEST-LA-VETRE;M;;
42279;SAINT-JUST-SAINT-RAMBERT;M;ZDS;
42280;SAINT-REGIS-DU-COIN;M;;
42281;SAINT-RIRAND;M;;
42282;SAINT-ROMAIN-D'URFE;M;;
42283;SAINT-ROMAIN-EN-JAREZ;M;;
42284;SAINT-ROMAIN-LA-MOTTE;;;ZHS
42286;SAINT-ROMAIN-LES-ATHEUX;M;;
42287;SAINT-SAUVEUR-EN-RUE;M;;
42288;SAINT-SIXTE;M;;
42289;SAINT-SYMPHORIEN-DE-LAY;M;;
42290;SAINT-THOMAS-LA-GARDE;;ZDS;
42291;SAINT-THURIN;M;;
42293;SAINT-VICTOR-SUR-RHINS;M;;
42294;SAINT-VINCENT-DE-BOISSET;;;ZHS
42295;LES SALLES;M;;
42296;SALT-EN-DONZY;M;ZDS;
42297;SALVIZINET;M;ZDS;
42298;SAUVAIN;M;;
42300;SEVELINGES;M;;
42301;SOLEYMIEUX;M;;
42302;SORBIERS;M;;
42303;SOUTERNON;;ZDS;
42305;LA TALAUDIERE;M;;
42306;TARENTAISE;M;;
42308;LA TERRASSE-SUR-DORLAY;M;;
42310;THELIS-LA-COMBE;M;;
42311;LA TOUR-EN-JAREZ;M;;
42312;LA TOURETTE;M;;
42313;TRELINS;M;ZDS;
42314;LA TUILIERE;M;;
42316;UNIEUX;M;;
42317;URBISE;;ZDS;
42318;USSON-EN-FOREZ;M;;
42319;VALEILLE ;M;ZDS;
42320;VALFLEURY;M;;
42321;LA VALLA;M;;
42322;LA VALLA-EN-GIER;M;;
42325;VENDRANGES;M;;
42326;VERANNE;M;;
42328;VERRIERES-EN-FOREZ;M;;
42329;LA VERSANNE;M;;
42330;VILLARS;M;;
42331;VILLEMONTAIS;M;;
42332;VILLEREST;;;ZHS
42333;VILLERS;;ZDS;
42334;VIOLAY;M;;
42335;VIRICELLES;M;;
42336;VIRIGNEUX;M;;
42337;VIVANS;;;ZHS
42338;VOUGY;;;ZHS
42339;CHAUSSETERRE;M;;
43001;AGNAT;M;;
43002;AIGUILHE;M;;
43003;ALLEGRE;M;;
43004;ALLEYRAC;M;;
43005;ALLEYRAS;M;;
43006;ALLY;M;;
43007;ARAULES;M;;
43008;ARLEMPDES;M;;
43009;ARLET;M;;
43010;ARSAC-EN-VELAY;M;;
43011;AUBAZAT;M;;
43012;AUREC-SUR-LOIRE;M;;
43013;VISSAC-AUTEYRAC;M;;
43014;AUTRAC;M;;
43015;AUVERS;M;;
43016;AUZON;M;;
43017;AZERAT;M;ZDS;
43018;BAINS;M;;
43019;BARGES;M;;
43020;BAS-EN-BASSET;M;;
43021;BEAULIEU;M;;
43022;BEAUMONT;M;ZDS;
43023;BEAUNE-SUR-ARZON;M;;
43024;BEAUX;M;;
43025;BEAUZAC;M;;
43026;BELLEVUE-LA-MONTAGNE;M;;
43027;BERBEZIT;M;;
43028;BESSAMOREL;M;;
43029;LA BESSEYRE-SAINT-MARY;M;;
43030;BLANZAC;M;;
43031;BLASSAC;M;;
43032;BLAVOZY;M;;
43033;BLESLE;M;;
43034;BOISSET;M;;
43035;BONNEVAL;M;;
43036;BORNE;M;;
43037;LE BOUCHET-SAINT-NICOLAS;M;;
43038;BOURNONCLE-SAINT-PIERRE;;ZDS;
43039;LE BRIGNON;M;;
43040;BRIOUDE;;ZDS;
43041;BRIVES-CHARENSAC;M;;
43042;CAYRES;M;;
43043;CEAUX-D'ALLEGRE;M;;
43044;CERZAT;M;;
43045;CEYSSAC;M;;
43046;CHADRAC;M;;
43047;CHADRON;M;;
43048;LA CHAISE-DIEU;M;;
43049;CHAMALIERES-SUR-LOIRE;M;;
43050;CHAMBEZON;M;;
43051;LE CHAMBON-SUR-LIGNON;M;;
43052;CHAMPAGNAC-LE-VIEUX;M;;
43053;CHAMPCLAUSE;M;;
43054;CHANALEILLES;M;;
43055;CHANIAT;M;;
43056;CHANTEUGES;M;;
43057;LA CHAPELLE-BERTIN;M;;
43058;LA CHAPELLE-D'AUREC;M;;
43059;LA CHAPELLE-GENESTE;M;;
43060;CHARRAIX;M;;
43061;CHASPINHAC;M;;
43062;CHASPUZAC;M;;
43063;CHASSAGNES;M;;
43064;CHASSIGNOLLES;M;;
43065;CHASTEL;M;;
43066;CHAUDEYROLLES;M;;
43067;CHAVANIAC-LAFAYETTE;M;;
43068;CHAZELLES;M;;
43069;CHENEREILLES;M;;
43070;CHILHAC;M;;
43071;CHOMELIX;M;;
43072;LA CHOMETTE;M;;
43073;CISTRIERES;M;;
43074;COHADE;;ZDS;
43075;COLLAT;M;;
43076;CONNANGLES;M;;
43077;COSTAROS;M;;
43078;COUBON;M;;
43079;COUTEUGES;M;;
43080;CRAPONNE-SUR-ARZON;M;;
43082;CRONCE;M;;
43083;CUBELLES;M;;
43084;CUSSAC-SUR-LOIRE;M;;
43085;DESGES;M;;
43086;DOMEYRAT;M;;
43087;DUNIERES;M;;
43088;ESPALEM;M;;
43089;ESPALY-SAINT-MARCEL;M;;
43090;ESPLANTAS-VAZEILLES;M;;
43091;LES ESTABLES;M;;
43092;FAY-SUR-LIGNON;M;;
43093;FELINES;M;;
43094;FERRUSSAC;M;;
43095;FIX-SAINT-GENEYS;M;;
43096;FONTANNES;;ZDS;
43097;FREYCENET-LA-CUCHE;M;;
43098;FREYCENET-LA-TOUR;M;;
43099;FRUGERES-LES-MINES;;ZDS;
43100;FRUGIERES-LE-PIN;M;;
43101;GOUDET;M;;
43102;GRAZAC;M;;
43103;GRENIER-MONTGON;M;;
43104;GREZES;M;;
43105;JAVAUGUES;M;;
43106;JAX;M;;
43107;JOSAT;M;;
43108;JULLIANGES;M;;
43109;LAFARRE;M;;
43110;LAMOTHE;M;ZDS;
43111;LANDOS;M;;
43112;LANGEAC;M;;
43113;LANTRIAC;M;;
43114;LAPTE;M;;
43115;LAUSSONNE;M;;
43116;LAVAL-SUR-DOULON;M;;
43117;LAVAUDIEU;M;;
43118;LAVOUTE-CHILHAC;M;;
43119;LAVOUTE-SUR-LOIRE;M;;
43120;LEMPDES-SUR-ALLAGNON;;ZDS;
43121;LEOTOING;M;;
43122;LISSAC;M;;
43123;LORLANGES;M;;
43124;LOUDES;M;;
43125;LUBILHAC;M;;
43126;MALREVERS;M;;
43127;MALVALETTE;M;;
43128;MALVIERES;M;;
43129;LE MAS-DE-TENCE;M;;
43130;MAZET-SAINT-VOY;M;;
43131;MAZERAT-AUROUZE;M;;
43132;MAZEYRAT-D'ALLIER;M;;
43133;MERCOEUR;M;;
43134;MEZERES;M;;
43135;LE MONASTIER-SUR-GAZEILLE;M;;
43136;MONISTROL-D'ALLIER;M;;
43137;MONISTROL-SUR-LOIRE;M;;
43138;MONLET;M;;
43139;MONTCLARD;M;;
43140;LE MONTEIL;M;;
43141;MONTFAUCON-EN-VELAY;M;;
43142;MONTREGARD;M;;
43143;MONTUSCLAT;M;;
43144;MOUDEYRES;M;;
43145;OUIDES;M;;
43147;PAULHAC;M;ZDS;
43148;PAULHAGUET;M;;
43149;PEBRAC;M;;
43150;LE PERTUIS;M;;
43151;PINOLS;M;;
43152;POLIGNAC;M;;
43153;PONT-SALOMON;M;;
43154;PRADELLES;M;;
43155;PRADES;M;;
43156;PRESAILLES;M;;
43157;LE PUY-EN-VELAY;M;;
43158;QUEYRIERES;M;;
43159;RAUCOULES;M;;
43160;RAURET;M;;
43162;RETOURNAC;M;;
43163;RIOTORD;M;;
43164;ROCHE-EN-REGNIER;M;;
43165;ROSIERES;M;;
43166;SAINT-ANDRE-DE-CHALENCON;M;;
43167;SAINT-ARCONS-D'ALLIER;M;;
43168;SAINT-ARCONS-DE-BARGES;M;;
43169;SAINT-AUSTREMOINE;M;;
43170;SAINT-BEAUZIRE;M;;
43171;SAINT-BERAIN;M;;
43172;SAINT-BONNET-LE-FROID;M;;
43173;SAINT-CHRISTOPHE-D'ALLIER;M;;
43174;SAINT-CHRISTOPHE-SUR-DOLAISON;M;;
43175;SAINT-CIRGUES;M;;
43177;SAINT-DIDIER-EN-VELAY;M;;
43178;SAINT-DIDIER-SUR-DOULON;M;;
43180;SAINT-ETIENNE-DU-VIGAN;M;;
43181;SAINT-ETIENNE-LARDEYROL;M;;
43182;SAINT-ETIENNE-SUR-BLESLE;M;;
43183;SAINTE-EUGENIE-DE-VILLENEUVE;M;;
43184;SAINT-FERREOL-D'AUROURE;M;;
43185;SAINTE-FLORINE;;ZDS;
43186;SAINT-FRONT;M;;
43187;SAINT-GENEYS-PRES-SAINT-PAULIEN;M;;
43188;SAINT-GEORGES-D'AURAC;M;;
43189;SAINT-GEORGES-LAGRICOL;M;;
43190;SAINT-GERMAIN-LAPRADE;M;;
43191;SAINT-GERON;M;;
43192;SAINT-HAON;M;;
43193;SAINT-HILAIRE;M;;
43194;SAINT-HOSTIEN;M;;
43195;SAINT-ILPIZE;M;;
43196;SAINT-JEAN-D'AUBRIGOUX;M;;
43197;SAINT-JEAN-DE-NAY;M;;
43198;SAINT-JEAN-LACHALM;M;;
43199;SAINT-JEURES;M;;
43200;SAINT-JULIEN-CHAPTEUIL;M;;
43201;SAINT-JULIEN-D'ANCE;M;;
43202;SAINT-JULIEN-DES-CHAZES;M;;
43203;SAINT-JULIEN-DU-PINET;M;;
43204;SAINT-JULIEN-MOLHESABATE;M;;
43205;SAINT-JUST-MALMONT;M;;
43206;SAINT-JUST-PRES-BRIOUDE;M;;
43207;SAINT-LAURENT-CHABREUGES;M;;
43208;SAINTE-MARGUERITE;M;;
43210;SAINT-MARTIN-DE-FUGERES;M;;
43211;SAINT-MAURICE-DE-LIGNON;M;;
43212;SAINT-PAL-DE-CHALENCON;M;;
43213;SAINT-PAL-DE-MONS;M;;
43214;SAINT-PAL-DE-SENOUIRE;M;;
43215;SAINT-PAUL-DE-TARTAS;M;;
43216;SAINT-PAULIEN;M;;
43217;SAINT-PIERRE-DU-CHAMP;M;;
43218;SAINT-PIERRE-EYNAC;M;;
43219;SAINT-PREJET-ARMANDON;M;;
43220;SAINT-PREJET-D'ALLIER;M;;
43221;SAINT-PRIVAT-D'ALLIER;M;;
43222;SAINT-PRIVAT-DU-DRAGON;M;;
43223;SAINT-ROMAIN-LACHALM;M;;
43224;SAINTE-SIGOLENE;M;;
43225;SAINT-VENERAND;M;;
43226;SAINT-VERT;M;;
43227;SAINT-VICTOR-MALESCOURS;M;;
43228;SAINT-VICTOR-SUR-ARLANC;M;;
43229;SAINT-VIDAL;M;;
43230;SAINT-VINCENT;M;;
43231;SALETTES;M;;
43232;SALZUIT;M;;
43233;SANSSAC-L'EGLISE;M;;
43234;SAUGUES;M;;
43236;LA SEAUVE-SUR-SEMENE;M;;
43237;SEMBADEL;M;;
43238;SENEUJOLS;M;;
43239;SIAUGUES-SAINTE-MARIE;M;;
43240;SOLIGNAC-SOUS-ROCHE;M;;
43241;SOLIGNAC-SUR-LOIRE;M;;
43242;TAILHAC;M;;
43244;TENCE;M;;
43245;THORAS;M;;
43246;TIRANGES;M;;
43247;TORSIAC;M;;
43249;VALPRIVAS;M;;
43250;VALS-LE-CHASTEL;M;;
43251;VALS-PRES-LE-PUY;M;;
43252;VARENNES-SAINT-HONORAT;M;;
43253;LES VASTRES;M;;
43254;VAZEILLES-LIMANDRE;M;;
43256;VENTEUGES;M;;
43257;VERGEZAC;M;;
43258;VERGONGHEON;;ZDS;
43259;VERNASSAL;M;;
43260;LE VERNET;M;;
43261;VEZEZOUX;M;;
43262;VIEILLE-BRIOUDE;M;;
43263;VIELPRAT;M;;
43264;VILLENEUVE-D'ALLIER;M;;
43265;LES VILLETTES;M;;
43267;VOREY;M;;
43268;YSSINGEAUX;M;;
45001;ADON;;;ZHS
45002;AILLANT-SUR-MILLERON;;;ZHS
45006;ARDON;;ZDS;
45016;AUTRY-LE-CHATEL;;;ZHS
45023;BATILLY-EN-PUISAYE;;;ZHS
45027;BEAUCHAMPS-SUR-HUILLARD;;ZDS;
45029;BEAULIEU-SUR-LOIRE;;;ZHS
45036;BOISMORAND;;;ZHS
45040;BONNY-SUR-LOIRE;;;ZHS
45042;LES BORDES;;ZDS;
45049;BOUZY-LA-FORET;;ZDS;
45051;BRAY-SAINT-AIGNAN;;ZDS;
45052;BRETEAU;;;ZHS
45053;BRIARE;;;ZHS
45060;LA BUSSIERE;;;ZHS
45063;CERDON;;ZDS;
45064;CERNOY-EN-BERRY;;;ZHS
45070;CHAMPOULET;;;ZHS
45079;LE CHARME;;;ZHS
45084;CHATENOY;;ZDS;
45085;CHATILLON-COLIGNY;;;ZHS
45087;CHATILLON-SUR-LOIRE;;;ZHS
45096;LES CHOUX;;ZDS;
45098;CLERY-SAINT-ANDRE;;ZDS;
45101;COMBREUX;;ZDS;
45107;COUDROY;;ZDS;
45108;COULLONS;;ZDS;
45120;DAMMARIE-EN-PUISAYE;;;ZHS
45121;DAMMARIE-SUR-LOING;;;ZHS
45122;DAMPIERRE-EN-BURLY;;ZDS;
45130;DRY;;ZDS;
45138;ESCRIGNELLES;;;ZHS
45141;FAVERELLES;;;ZHS
45142;FAY-AUX-LOGES;;ZDS;
45143;FEINS-EN-GATINAIS;;;ZHS
45146;LA FERTE-SAINT-AUBIN;;ZDS;
45155;GIEN;;;ZHS
45168;INGRANNES;;ZDS;
45171;ISDES;;ZDS;
45175;JOUY-LE-POTIER;;ZDS;
45179;LAILLY-EN-VAL;;ZDS;
45180;LANGESSE;;ZDS;
45182;LIGNY-LE-RIBAULT;;ZDS;
45187;LORRIS;;ZDS;
45193;MARCILLY-EN-VILLETTE;;ZDS;
45199;MELLEROY;;;ZHS
45200;MENESTREAU-EN-VILLETTE;;ZDS;
45204;MEZIERES-LEZ-CLERY;;ZDS;
45213;MONTEREAU;;ZDS;
45218;LE MOULINET-SUR-SOLIN;;ZDS;
45223;NESPLOY;;ZDS;
45226;NEUVY-EN-SULLIAS;;ZDS;
45227;NEVOY;;ZDS;
45228;NIBELLE;;ZDS;
45238;OUSSON-SUR-LOIRE;;;ZHS
45244;OUZOUER-SUR-LOIRE;;ZDS;
45245;OUZOUER-SUR-TREZEE;;;ZHS
45251;PIERREFITTE-ES-BOIS;;;ZHS
45254;POILLY-LEZ-GIEN;;;ZHS
45271;SAINT-BRISSON-SUR-LOIRE;;;ZHS
45272;SAINT-CYR-EN-VAL;;ZDS;
45276;SAINT-FIRMIN-SUR-LOIRE;;;ZHS
45277;SAINT-FLORENT;;ZDS;
45278;SAINTE-GENEVIEVE-DES-BOIS;;;ZHS
45280;SAINT-GONDON;;ZDS;
45290;SAINT-MARTIN-D'ABBAT;;ZDS;
45291;SAINT-MARTIN-SUR-OCRE;;;ZHS
45292;SAINT-MAURICE-SUR-AVEYRON;;;ZHS
45305;SEICHEBRIERES;;ZDS;
45309;SENNELY;;ZDS;
45314;SULLY-LA-CHAPELLE;;ZDS;
45316;SURY-AUX-BOIS;;ZDS;
45323;THOU;;;ZHS
45324;TIGY;;ZDS;
45331;VANNES-SUR-COSSON;;ZDS;
45334;VIEILLES-MAISONS-SUR-JOUDRY;;ZDS;
45335;VIENNE-EN-VAL;;ZDS;
45336;VIGLAIN;;ZDS;
45340;VILLEMURLIN;;ZDS;
45346;VITRY-AUX-LOGES;;ZDS;
46001;ALBAS;;ZDS;
46002;ALBIAC;;ZDS;
46003;ALVIGNAC;;ZDS;
46004;ANGLARS;;ZDS;
46005;ANGLARS-JUILLAC;;ZDS;
46006;ANGLARS-NOZAC;;ZDS;
46007;ARCAMBAL;;ZDS;
46008;LES ARQUES;;ZDS;
46009;ASSIER;;ZDS;
46010;AUJOLS;;ZDS;
46011;AUTOIRE;;ZDS;
46012;AYNAC;;ZDS;
46013;BACH;;ZDS;
46014;BAGAT-EN-QUERCY;;ZDS;
46015;BAGNAC-SUR-CELE;M;ZDS;
46016;BALADOU;;ZDS;
46017;BANNES;M;;
46018;LE BASTIT;;ZDS;
46020;BEAUREGARD;;ZDS;
46021;BEDUER;;ZDS;
46022;BELAYE;;ZDS;
46023;BELFORT-DU-QUERCY;;ZDS;
46024;BELMONT-BRETENOUX;;ZDS;
46026;BELMONT-SAINTE-FOI;;ZDS;
46027;BERGANTY;;ZDS;
46028;BETAILLE;;ZDS;
46029;BIARS-SUR-CERE;;ZDS;
46030;BIO;;ZDS;
46031;BLARS;;ZDS;
46032;BOISSIERES;;ZDS;
46033;LE BOULVE;;ZDS;
46034;LE BOURG;;ZDS;
46035;BOUSSAC;;ZDS;
46036;LE BOUYSSOU;M;;
46037;BOUZIES;;ZDS;
46038;BRETENOUX;;ZDS;
46039;BRENGUES;;ZDS;
46040;CABRERETS;;ZDS;
46041;CADRIEU;;ZDS;
46042;CAHORS;;ZDS;
46043;CAHUS;M;;
46044;CAILLAC;;ZDS;
46045;CAJARC;;ZDS;
46046;CALAMANE;;ZDS;
46047;CALES;;ZDS;
46049;CALVIGNAC;;ZDS;
46050;CAMBAYRAC;;ZDS;
46051;CAMBES;;ZDS;
46052;CAMBOULIT;;ZDS;
46053;CAMBURAT;;ZDS;
46054;CANIAC-DU-CAUSSE;;ZDS;
46055;CAPDENAC;;ZDS;
46056;CARAYAC;;ZDS;
46057;CARDAILLAC;M;;
46058;CARENNAC;;ZDS;
46059;CARLUCET;;ZDS;
46060;CARNAC-ROUFFIAC;;ZDS;
46061;CASSAGNES;;ZDS;
46062;CASTELFRANC;;ZDS;
46063;CASTELNAU-MONTRATIER-SAINTE-ALAUZIE;;ZDS;
